id,age,overall_scores,potential_scores,height,weight,wage,total_stats,international_reputation,nationality_Brazil,nationality_England,nationality_France,nationality_Germany,nationality_Other,nationality_Spain,better_position_Defense,better_position_Goalkeeper,better_position_Midfield,foot_Right,value
175943,1.5756186754565302,2.6389088383298605,2.185705015052855,-1.60280175531915,-2.001790429031627,4.928165829421881,1.5032418703447519,4.151229668438872,0,0,0,0,1,0,0,0,0,1,24000000
175962,1.169195180035568,0.8846647828893628,0.09365669852500023,0.9788441099345259,-0.040254349788996314,0.4442410731175804,-0.2892018787578967,1.9121811127470998,0,0,0,1,0,0,1,0,0,1,2700000
175964,0.5595599369041246,-0.7233922679310933,-1.8240542582922001,0.9788441099345259,1.7957210984921566,-0.16934863037669243,0.5070124046417777,-0.32686744294467235,0,0,0,1,0,0,1,0,0,0,220000
175996,0.7627716846146058,0.44610376902923843,-0.4293553806069635,-1.2339952031400547,-1.1158904216923176,-0.027751006493398712,0.5608626460311277,-0.32686744294467235,0,0,0,1,0,0,0,0,1,0,1700000
176007,0.7627716846146058,0.15372975978915548,-0.7780301000282727,-0.4963820987818598,0.8456456575503132,-0.21654783833779034,0.9031963234348525,-0.32686744294467235,0,0,0,0,1,0,0,0,1,1,875000
176009,1.372406927746049,1.1770387921294456,0.44233141794630937,-0.8651886509609593,-0.2927707298337449,0.5386394890397762,1.5301669910394269,1.9121811127470998,0,0,0,0,1,0,0,0,1,1,5000000
176029,1.5756186754565302,0.29991676440919696,-0.6036927403176181,-1.2339952031400547,-1.1158904216923176,-0.16934863037669243,0.9185821066889523,-0.32686744294467235,0,0,0,0,1,0,0,0,0,0,650000
176048,1.9820421708774925,0.8846647828893628,0.09365669852500023,1.3476506621136213,1.541809600325615,-0.21654783833779034,0.7801100574020525,-0.32686744294467235,0,0,0,0,1,0,0,0,0,1,1800000
176061,1.9820421708774925,0.007542755169114016,-0.9523674597389272,-1.2339952031400547,-0.040254349788996314,-0.40534467018218195,0.6531773455557276,-0.32686744294467235,0,0,0,0,1,0,1,0,0,0,220000
176062,1.7788304231670113,0.15372975978915548,-0.7780301000282727,0.6100375577554263,0.2764374638582841,-0.3109462542599862,0.8647318652996024,1.9121811127470998,0,0,0,0,1,0,0,0,1,1,450000
176071,1.5756186754565302,0.7384777782693214,-0.08068066118565434,-0.8651886509609593,-0.9889346726090447,-0.21654783833779034,0.8531925278590274,-0.32686744294467235,0,0,0,0,1,0,0,0,1,1,1500000
176094,1.5756186754565302,0.15372975978915548,-0.7780301000282727,2.085263766471816,1.7957210984921566,-0.35814546222108407,-1.8431659874219954,1.9121811127470998,0,0,0,0,1,0,0,1,0,1,475000
176104,1.5756186754565302,0.8846647828893628,0.09365669852500023,0.24123100557633098,0.6559095929863035,0.6802371129230699,1.0916721682975772,1.9121811127470998,0,0,0,0,1,0,0,0,1,0,2400000
176137,1.169195180035568,0.5922907736492798,-0.25501802089630893,0.24123100557633098,0.5303489620248276,0.019448201467699194,0.9724323480783024,1.9121811127470998,0,0,0,0,1,0,0,0,0,1,2100000
176209,1.169195180035568,0.007542755169114016,-0.9523674597389272,0.24123100557633098,0.14948171477501337,-0.16934863037669243,0.5916342125393277,-0.32686744294467235,0,0,0,0,1,0,0,0,1,1,525000
176211,1.9820421708774925,0.44610376902923843,-0.4293553806069635,0.24123100557633098,0.4033932129415549,-0.26374704629888823,0.3300758972196278,-0.32686744294467235,0,0,0,0,1,0,0,0,0,1,825000
176237,0.9659834323250869,1.0308517875094043,0.2679940582356548,0.24123100557633098,0.5303489620248276,-0.07495021445449662,0.7262598160127025,4.151229668438872,0,0,0,0,1,0,0,0,0,1,5500000
176240,1.169195180035568,0.007542755169114016,-0.9523674597389272,-0.8651886509609593,0.972601406633584,-0.26374704629888823,0.6031735499799027,-0.32686744294467235,0,0,0,0,1,0,1,0,0,1,525000
176246,0.7627716846146058,-0.5772052633110518,-1.6497168985815456,-1.60280175531915,-1.5581428663010748,-0.40534467018218195,0.13006071491632798,-0.32686744294467235,0,0,0,0,1,0,0,0,0,1,375000
176266,1.5756186754565302,2.492721833709819,2.0113676553422004,-0.4963820987818598,0.4033932129415549,3.417791174666749,1.7301821733427267,4.151229668438872,1,0,0,0,0,0,0,0,1,1,15000000
176285,1.169195180035568,1.1770387921294456,0.44233141794630937,1.3476506621136213,1.6687653494088857,-0.12214942241559452,-0.03149000925172189,1.9121811127470998,0,0,0,0,1,0,1,0,0,1,4900000
176346,1.5756186754565302,0.44610376902923843,-0.4293553806069635,-0.8651886509609593,-0.9889346726090447,-0.21654783833779034,0.9608930106377274,-0.32686744294467235,0,0,0,0,1,0,1,0,0,1,800000
176348,2.3884656662984547,0.44610376902923843,-0.4293553806069635,0.24123100557633098,0.6559095929863035,-0.35814546222108407,0.8493460820455024,1.9121811127470998,0,0,0,0,1,0,0,0,1,0,575000
176376,1.9820421708774925,1.6155998059895702,0.965343497078273,-0.1275755466027644,0.14948171477501337,0.4442410731175804,1.403234279193102,1.9121811127470998,0,0,0,0,0,0,0,0,1,1,4500000
176377,1.9820421708774925,0.7384777782693214,-0.08068066118565434,0.6100375577554263,0.6559095929863035,-0.12214942241559452,0.5377839711499777,-0.32686744294467235,0,0,0,0,1,0,1,0,0,0,950000
176389,1.9820421708774925,0.29991676440919696,-0.6036927403176181,1.3476506621136213,2.2379735431009147,-0.35814546222108407,-2.1508816525039953,1.9121811127470998,0,0,0,0,1,0,0,1,0,1,275000
176403,1.9820421708774925,0.29991676440919696,-0.6036927403176181,-0.8651886509609593,-0.16581498075047416,-0.3109462542599862,0.7647242741479525,-0.32686744294467235,0,0,0,0,1,0,0,0,0,1,475000
176414,-0.05007530622731869,0.7384777782693214,0.7910061373676185,-0.4963820987818598,-0.2927707298337449,0.9162331527285593,1.2301442175844772,1.9121811127470998,1,0,0,0,0,0,0,0,1,1,1800000
176475,1.5756186754565302,0.7384777782693214,-0.08068066118565434,-0.1275755466027644,0.8456456575503132,-0.35814546222108407,0.3877725844225028,-0.32686744294467235,0,0,0,0,1,0,0,0,0,1,2000000
176481,1.5756186754565302,0.5922907736492798,-0.25501802089630893,-0.1275755466027644,1.2251177866783325,0.019448201467699194,0.9185821066889523,1.9121811127470998,0,0,0,0,1,0,0,0,0,1,1500000
176483,1.5756186754565302,0.8846647828893628,0.09365669852500023,0.9788441099345259,1.3520735357616034,-0.47614348212382884,-0.20073362504682177,1.9121811127470998,0,0,0,0,1,0,1,0,0,1,1900000
176495,2.3884656662984547,1.4694128013695287,0.7910061373676185,-0.8651886509609593,-0.9889346726090447,-0.07495021445449662,0.7301062618262275,-0.32686744294467235,1,0,0,0,0,0,0,0,0,0,3000000
176509,2.591677414008936,-0.4310182586910104,-1.475379538870891,1.7164572142927166,1.7957210984921566,-0.47614348212382884,-2.0008702657765203,-0.32686744294467235,0,0,0,0,1,0,0,1,0,1,45000
176526,2.1852539185879736,0.7384777782693214,-0.08068066118565434,0.9788441099345259,0.8456456575503132,-0.26374704629888823,-1.420056947934246,-0.32686744294467235,0,0,0,0,1,0,0,1,0,1,525000
176530,0.5595599369041246,-0.5772052633110518,-1.6497168985815456,-0.1275755466027644,-0.5466822280002884,-0.26374704629888823,0.022360232137628066,-0.32686744294467235,0,0,1,0,0,0,0,0,1,0,325000
176542,1.9820421708774925,0.29991676440919696,-0.6036927403176181,-1.2339952031400547,-0.7364182925642981,-0.40534467018218195,0.4993195130147277,-0.32686744294467235,0,0,0,0,1,0,0,0,0,1,475000
