id,age,overall_scores,potential_scores,height,weight,wage,release_clause,total_stats,international_reputation,nationality_Brazil,nationality_England,nationality_France,nationality_Germany,nationality_Other,nationality_Spain,better_position_Defense,better_position_Goalkeeper,better_position_Midfield,foot_Right,value
255557,-1.1653162563062114,-0.7086269647314681,0.4516651573172724,1.0735139590344664,0.036220946941716396,-0.7295116620918436,-0.5587447085297592,-0.7409629936984103,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,400000
255558,-1.768040800805885,-1.871983444849373,1.7225361714509269,0.6916950668287783,-0.49318973900840213,-0.835845265886335,-0.6929212628169954,-1.4825707917198807,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,160000
255559,-0.9644080748063202,-1.871983444849373,-0.6073940211274396,0.3098761746230945,-0.49318973900840213,-0.717696817225789,-0.8202169681664245,-1.3393637686536657,-0.223770663226348,0,0,0,0,1,0,0,0,0,1,160000
255561,-1.3662244378061026,-0.7086269647314681,0.8752888286951572,0.3098761746230945,-0.49318973900840213,-0.835845265886335,-0.14589377226134015,-0.40340358218518935,-0.223770663226348,0,0,0,0,1,0,1,0,0,0,475000
255562,-0.9644080748063202,-1.484197951476738,0.6634769930062148,0.6916950668287783,0.7639783361679097,-0.008806125262512812,-0.681739883293059,-0.8892845533027044,-0.223770663226348,0,0,0,0,1,0,0,0,0,1,230000
255564,-1.1653162563062114,-1.484197951476738,0.23985332162833,-0.8355805019939612,-0.691536442284479,-0.8122155761542259,-0.6989420056375765,-1.119438697516264,-0.223770663226348,0,0,0,0,1,0,0,0,1,0,220000
255565,-0.3616835303066465,0.45472951538643686,0.6634769930062148,-0.4537616097882731,-0.49318973900840213,-0.008806125262512812,0.37016989807418366,0.9928648927104065,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,1100000
255566,-1.1653162563062114,-0.7086269647314681,1.0871006643840995,0.3098761746230945,0.036220946941716396,-0.717696817225789,-1.0920105012098005,0.4456094831359422,-0.223770663226348,0,0,0,0,1,0,0,0,1,0,525000
255570,-1.1653162563062114,-0.12694872467251567,2.357971678517754,-1.217399394199645,-0.9555125694386678,-0.48139991990469694,-1.0920105012098005,0.41492226390746756,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,975000
255577,-0.763499893306429,-1.096412458104103,-0.6073940211274396,-0.4537616097882731,-0.3604724596104373,-0.2451030225836049,-0.6172319245011185,-1.0324915763689193,-0.223770663226348,0,0,0,0,0,1,0,0,1,1,240000
255578,0.040132832693135875,0.6486222620727543,0.028041485939387607,1.0735139590344664,1.491735725394103,0.4637876693796713,-1.0920105012098005,-0.16302036489547136,-0.223770663226348,1,0,0,0,0,0,0,0,0,1,1100000
255580,-0.9644080748063202,-0.9025197114177856,0.6634769930062148,-0.07194271758258927,-0.691536442284479,-0.7295116620918436,-0.33339690581658044,-0.336914607190161,-0.223770663226348,0,0,0,0,1,0,1,0,0,0,425000
255586,-0.5625917118065378,0.26083676870011935,0.23985332162833,-1.5992182864053288,-1.4192938315106722,-0.717696817225789,0.026127451183834458,1.2332481100001245,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,875000
255590,-0.5625917118065378,-0.5147342180451506,-0.39558218543849716,-0.8355805019939612,-0.8227952900407051,-0.7649561966900075,-0.5931489532187941,-0.2857692418093699,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,400000
255592,-0.3616835303066465,-0.3208414713588332,-0.39558218543849716,-1.5992182864053288,-2.014333941338903,-0.717696817225789,-0.46843356622104254,0.2717152408412526,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,500000
255593,-0.3616835303066465,-0.9025197114177856,-1.2428295281942667,-1.5992182864053288,-1.4192938315106722,-0.7531413518239528,-0.7789318745395827,-0.2550820225808953,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,275000
255594,-1.3662244378061026,-0.12694872467251567,1.5107243357619844,-1.5992182864053288,-2.014333941338903,-0.8240304210202805,0.45618050979677094,0.41492226390746756,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,950000
255611,-1.3662244378061026,-1.096412458104103,1.7225361714509269,0.6916950668287783,0.23456765021779324,-0.48139991990469694,-0.33683733028548396,-0.16813490143355048,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,325000
255642,-0.763499893306429,-1.6780906981630557,-1.2428295281942667,-1.217399394199645,-1.4192938315106722,-0.48139991990469694,-0.9174089594129482,-1.262645720582479,-0.223770663226348,0,0,0,0,1,0,0,0,0,1,140000
255644,-0.9644080748063202,-1.484197951476738,-0.6073940211274396,1.0735139590344664,0.5000022090137187,-0.835845265886335,-0.8365589843937161,-0.9353153821454163,-0.223770663226348,0,0,0,1,0,0,0,0,1,1,180000
255645,-0.16077534880675534,-0.12694872467251567,-0.8192058568163819,-0.8355805019939612,-0.8227952900407051,-0.835845265886335,-0.14589377226134015,-0.8074519686934387,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,500000
255649,-1.1653162563062114,-0.9025197114177856,0.23985332162833,-1.981037178611017,-1.6832699586648632,-0.835845265886335,-0.43488942764923344,-1.206385818663609,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,325000
255651,-1.3662244378061026,-1.871983444849373,-0.18377034974955478,-1.5992182864053288,-1.6832699586648632,-0.835845265886335,-0.7101233851615129,-0.7102757744699356,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,160000
255652,-1.3662244378061026,-1.2903052047904207,0.4516651573172724,-0.8355805019939612,-1.815987238062826,-0.835845265886335,-0.4950968558550446,-1.160354989820897,-0.223770663226348,0,0,0,0,1,0,0,0,0,1,250000
255654,-0.9644080748063202,0.26083676870011935,2.357971678517754,-0.4537616097882731,-0.8227952900407051,0.7000845667007634,1.4883078504678187,0.1796535831558287,-0.223770663226348,0,0,1,0,0,0,1,0,0,1,1300000
255662,-0.9644080748063202,-1.6780906981630557,-1.4546413638832092,-1.217399394199645,-1.4192938315106722,-0.835845265886335,-0.8494605761521042,-1.4927998647960388,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,120000
255671,-1.5671326193059938,-2.0658761915356907,-0.6073940211274396,-1.217399394199645,-1.6832699586648632,-0.835845265886335,-0.7815121928912603,-1.165469526358976,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,130000
255682,-1.5671326193059938,-1.2903052047904207,0.6634769930062148,1.0735139590344664,1.3590184459961403,-0.835845265886335,-0.5432627984196935,-1.211500355201688,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,230000
255683,-0.5625917118065378,-0.7086269647314681,-0.8192058568163819,-0.8355805019939612,0.6327194884116836,-0.835845265886335,-0.48563568856556,-0.6489013360129864,-0.223770663226348,0,0,0,0,1,0,1,0,0,0,300000
255684,0.040132832693135875,-0.3208414713588332,-0.6073940211274396,-0.8355805019939612,-0.09503790081451181,-0.835845265886335,-0.23190438398392743,0.532556604283287,-0.223770663226348,1,0,0,0,0,0,0,0,1,1,450000
255691,-1.1653162563062114,-0.5147342180451506,1.7225361714509269,-0.4537616097882731,-0.9555125694386678,-0.48139991990469694,0.026127451183834458,0.3330896792982019,-0.223770663226348,0,0,0,0,0,0,0,0,1,0,650000
255693,-0.763499893306429,-1.6780906981630557,-1.2428295281942667,0.3098761746230945,0.6327194884116836,-0.48139991990469694,-0.8460201516832008,-0.40340358218518935,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,130000
255699,-0.5625917118065378,0.45472951538643686,1.0871006643840995,0.3098761746230945,-0.22775518021247457,-0.2451030225836049,0.7142123449645329,0.1847681196939078,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,1200000
255700,-1.1653162563062114,-0.9025197114177856,1.7225361714509269,-1.5992182864053288,-1.4192938315106722,-0.835845265886335,-1.0920105012098005,-0.4289762648755849,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,450000
255703,-0.9644080748063202,-0.5147342180451506,0.23985332162833,-0.07194271758258927,-0.691536442284479,-0.835845265886335,-0.5303612066613054,0.24614255815085706,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,450000
255707,-1.3662244378061026,-2.0658761915356907,-1.4546413638832092,-0.8355805019939612,-1.4192938315106722,-0.835845265886335,-0.9672951142120488,-1.4365399628771687,-0.223770663226348,0,0,0,0,1,0,0,0,0,1,100000
255718,-0.9644080748063202,-2.647554431594643,-2.0900768709500364,-0.4537616097882731,0.036220946941716396,-0.835845265886335,-0.9707355386809523,-0.9762316744500491,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,60000
255728,-0.9644080748063202,-2.4536616849083255,-1.4546413638832092,0.6916950668287783,0.5000022090137187,-0.835845265886335,-0.9303105511713363,-1.738297618623836,-0.223770663226348,0,0,0,0,1,0,1,0,0,1,80000
255730,-1.3662244378061026,-2.2597689382220083,0.23985332162833,-0.07194271758258927,0.5000022090137187,-0.835845265886335,-0.8055951641735847,-1.0478351859831567,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,120000
255736,-0.5625917118065378,0.26083676870011935,0.4516651573172724,-0.4537616097882731,0.036220946941716396,0.7000845667007634,0.19814867462900906,0.7678252850349259,-0.223770663226348,0,0,0,0,1,0,0,0,1,1,900000
